Organization Name,Sector Name,Subsector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
York Region District School Board,School Board,School Board,Bakersfield PS,121 Mistysugar Trail,4.84944935396328,
York Region District School Board,School Board,School Board,Parkview PS,22 Fonthill Blvd,4.83503298672516,
York Region District School Board,School Board,School Board,R L Graham PS,70 Biscayne Blvd,4.77098540883639,
York Region District School Board,School Board,School Board,Regency Acres PS,123 Murray Dr,4.75100036197727,
York Region District School Board,School Board,School Board,Aldergrove PS,150 Aldergrove Dr,4.74592459073631,
York Region District School Board,School Board,School Board,Sir William Mulock Secondary School,705 Columbus Way,4.7408024645666,
York Region District School Board,School Board,School Board,Unionville Meadows PS,355 S Unionville Ave,4.69035873033596,
York Region District School Board,School Board,School Board,Lake Wilcox P.S.,80 Wildwood Ave,4.68049020837478,
York Region District School Board,School Board,School Board,Aurora Heights PS,85 Tecumseh Dr,4.67565220441398,
York Region District School Board,School Board,School Board,Bayview SS,10077 Bayview Ave,4.67203624045448,
York Region District School Board,School Board,School Board,Stuart Scott PS,247 Lorne Ave,4.6677425236326,
York Region District School Board,School Board,School Board,Poplar Bank PS,400 Woodspring Ave,4.66448544283721,
York Region District School Board,School Board,School Board,Elder's Mills PS,120 Napa Valley Ave,4.66093603602517,
York Region District School Board,School Board,School Board,MacLeod’s Landing PS,195 Silver Maple Rd,4.63316258719661,
York Region District School Board,School Board,School Board,Charlton PS,121 Joseph Aaron Blvd,4.60944142431631,
York Region District School Board,School Board,School Board,Beverley Acres PS,283 Neal Dr,4.59672300762091,
York Region District School Board,School Board,School Board,Ellen Fairclough PS,33 Brando Ave,4.57591866780626,
York Region District School Board,School Board,School Board,Bayview Fairways PS,255 Bayview Fairways Dr,4.56883119694943,
York Region District School Board,School Board,School Board,Pierre Elliott Trudeau HS,90 Bur Oak Ave,4.56662565894923,
York Region District School Board,School Board,School Board,Windham Ridge PS,32 Red Cardinal Trl,4.56517048007422,
York Region District School Board,School Board,School Board,Maple HS,50 Springside Rd,4.56434697360448,
York Region District School Board,School Board,School Board,Northern Lights PS,40 Bridgenorth Dr,4.54548833002916,
York Region District School Board,School Board,School Board,Sixteenth Avenue PS,400 16th Ave,4.54332996608581,
York Region District School Board,School Board,School Board,Coppard Glen PS,131 Coppard Ave,4.49081008413262,
York Region District School Board,School Board,School Board,Adrienne Clarkson PS,68 Queens College Dr,4.47619617538629,
York Region District School Board,School Board,School Board,Crosby Heights PS,190 Neal Drive,4.47408317618799,
York Region District School Board,School Board,School Board,Glen Shields PS,158 Glen Shields Ave,4.45155159056817,
York Region District School Board,School Board,School Board,Willowbrook PS,45 Willowbrook Rd,4.44513179714556,
York Region District School Board,School Board,School Board,Kleinburg PS,10391 Islington Ave,4.44262996274282,
York Region District School Board,School Board,School Board,Devins Drive PS,70 Devins Dr,4.44002794077837,
York Region District School Board,School Board,School Board,John McCrae PS,565 Fred McLaren Blvd,4.42137859625319,
York Region District School Board,School Board,School Board,Silver Stream PS,180 Farmstead Rd,4.42025366067102,
York Region District School Board,School Board,School Board,Terry Fox PS,161 Sawmill Valley Drive,4.3994905846219,
York Region District School Board,School Board,School Board,Markville SS,1000 Carlton Rd,4.3795081467851,
York Region District School Board,School Board,School Board,Flowervale PS,35 Flowervale Rd,4.36984283295875,
York Region District School Board,School Board,School Board,Johnsview Village Public School,41 Porterfield Cres,4.36109351006685,
York Region District School Board,School Board,School Board,Highgate PS,35 Highgate Dr,4.35182157203393,
York Region District School Board,School Board,School Board,Yorkhill ES,350 Hilda Ave,4.35128517191552,
York Region District School Board,School Board,School Board,Discovery P.S.,120 Discovery Trail,4.34687493131603,
York Region District School Board,School Board,School Board,Whitchurch Highlands PS,13812 Warden Ave,4.33256655460719,
York Region District School Board,School Board,School Board,Wilshire E S,265 Beverley Glen Blvd,4.33064574612727,
York Region District School Board,School Board,School Board,Highview PS,240 McClellan Way,4.32301656281334,
York Region District School Board,School Board,School Board,Middlefield CI,525 Highglen Ave,4.3164289058956,
York Region District School Board,School Board,School Board,Louis-Honore Frechette PS,40 New Westminster Dr,4.3162703561054,
York Region District School Board,School Board,School Board,Brownridge PS,65 Brownridge Dr,4.29819373705381,
York Region District School Board,School Board,School Board,Bayview Hill E S,81 Strathearn Ave,4.2836993397861,
York Region District School Board,School Board,School Board,King City SS,2001 King Rd,4.26500374155963,
York Region District School Board,School Board,School Board,Julliard PS,61 Julliard Dr,4.25351889041599,
York Region District School Board,School Board,School Board,Bill Crothers SS,44 Main Street,4.23777767523313,
York Region District School Board,School Board,School Board,E T Crowle PS,15 Larkin Ave,4.2373170722035,
York Region District School Board,School Board,School Board,Park Avenue PS,36 Sunrise St,4.22573255265032,
York Region District School Board,School Board,School Board,Lincoln Alexander PS,38 Hillmount Rd,4.20686808644407,
York Region District School Board,School Board,School Board,Aurora Sr PS,125 Wellington St W,4.20639017783899,
York Region District School Board,School Board,School Board,Rosedale Heights PS,300 Rosedale Heights Dr,4.18367642468186,
York Region District School Board,School Board,School Board,Boxwood Public School,30 Boxwood Cres,4.18010344965765,
York Region District School Board,School Board,School Board,Stonebridge PS,168 Stonebridge Dr,4.17639851256185,
York Region District School Board,School Board,School Board,Ramer Wood PS,11 Cairns Dr,4.16381247805258,
York Region District School Board,School Board,School Board,Armitage Village PS,125 Savage Rd,4.15027533369741,
York Region District School Board,School Board,School Board,Mazo De La Roche PS,860 Arnold Cres,4.07993501315026,
York Region District School Board,School Board,School Board,Greensborough PS,80 Alfred Paterson Dr,4.06671218775107,
York Region District School Board,School Board,School Board,Cedarwood PS,399 Elson St,4.06479662033324,
York Region District School Board,School Board,School Board,Richmond Hill High School,201 Yorkland St,4.06467610978658,
York Region District School Board,School Board,School Board,Henderson Avenue P.S.,66 Henderson Ave,4.03189820179146,
York Region District School Board,School Board,School Board,Castlemore PS,256 Ridgecrest Road,4.02665128369105,
York Region District School Board,School Board,School Board,Milliken Mills HS,7522 Kennedy Rd,4.01087818398871,
York Region District School Board,School Board,School Board,Stephen Lewis SS,555 Autumn Hill Blvd,4.00161309317412,
York Region District School Board,School Board,School Board,Redstone PS,235 Redstone Rd,3.99842819076769,
York Region District School Board,School Board,School Board,Stonehaven Public School,875 Stonehaven Ave,3.99317478045649,
York Region District School Board,School Board,School Board,Ashton Meadows Public School,230 Calvert Rd,3.96572004958998,
York Region District School Board,School Board,School Board,Armadale PS,11 Coppard Ave,3.95599105630795,
York Region District School Board,School Board,School Board,Mackenzie Glen PS,575 Melville Ave,3.95115196953229,
York Region District School Board,School Board,School Board,Glen Cedar PS,915 Wayne Dr,3.93681427277834,
York Region District School Board,School Board,School Board,Woodland Building,150 Henderson Ave,3.93486482995903,
York Region District School Board,School Board,School Board,Thornhill Woods PS,341 Thornhill Woods Dr,3.92614682561238,
York Region District School Board,School Board,School Board,Sibbald Point Outdoor Resource Centre,"26465 York Rd 18, RR2",3.91171896441314,
York Region District School Board,School Board,School Board,Kettle Lakes PS,62 Kingshill Rd,3.90474702825688,
York Region District School Board,School Board,School Board,Wendat Village PS,99 Reeves Way Boulevard,3.89813350128932,
York Region District School Board,School Board,School Board,Bogart PS,855 College Manor Dr,3.88772681777099,
York Region District School Board,School Board,School Board,Alexander Muir PS,75 Ford Wilson Blvd,3.87306406558638,
York Region District School Board,School Board,School Board,Jersey PS,176 Glenwoods Ave,3.86935557588922,
York Region District School Board,School Board,School Board,W J Watson PS,162 Carrick Ave,3.84478616865824,
York Region District School Board,School Board,School Board,Vaughan SS,1401 Clark Ave W,3.84195789169015,
York Region District School Board,School Board,School Board,Emily Carr SS,4901 Rutherford Rd,3.84032682978902,
York Region District School Board,School Board,School Board,Rick Hansen PS,490 Mavrinac Boulevard,3.81203505338395,
York Region District School Board,School Board,School Board,Hartman PS,130 River Ridge Blvd,3.8107301417757,
York Region District School Board,School Board,School Board,Aurora Grove Public School,415 Stone Rd,3.78977042665763,
York Region District School Board,School Board,School Board,Lester B Pearson PS,15 Odin Cres,3.77648600113094,
York Region District School Board,School Board,School Board,Fairwood PS,201 Fairwood Dr,3.76790609086726,
York Region District School Board,School Board,School Board,Buttonville PS,141 John Button Blvd,3.76510847154569,
York Region District School Board,School Board,School Board,H G Bernard PS,245 Bernard Ave,3.75810944819922,
York Region District School Board,School Board,School Board,Herbert H. Carnegie PS,575 Via Romano Blvd,3.75526733411065,
York Region District School Board,School Board,School Board,Bond Lake Public School,245 Old Colony Rd,3.75336788786386,
York Region District School Board,School Board,School Board,Denne PS,330 Burford St,3.74889539738018,
York Region District School Board,School Board,School Board,Bur Oak SS,933 Bur Oak Ave,3.74554713018008,
York Region District School Board,School Board,School Board,Teston Village PS,80 Murray Farm Ln,3.74119099394796,
York Region District School Board,School Board,School Board,Stouffville District SS,801 Hoover Park Drive,3.74052832715669,
York Region District School Board,School Board,School Board,Michaelle Jean PS,320 Shirley Dr,3.70039130565909,
York Region District School Board,School Board,School Board,Harry Bowes PS,90 Greenwood Rd,3.70012106449222,
