Organization Name,Sector Name,Subsector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
City of Toronto,Municipal,Municipality,Emery Parks Yard,27 Toryork Dr.,13.6229768202215,
City of Toronto,Municipal,Municipality,Maintenance Yard #1&2,64 Murray Rd,13.3705331019869,
City of Toronto,Municipal,Municipality,Property Operation Workshop,133 River St,12.7718325004087,
City of Toronto,Municipal,Municipality,Marylin Bell Park Water Equipment Shed,1155 Lake Shore Blvd W,12.4397344381249,
City of Toronto,Municipal,Municipality,Emery Works Yard,61 Toryork Dr,12.1256358382555,
City of Toronto,Municipal,Municipality,Ingram Works Yard,86 Ingram Dr,12.0204363497166,
City of Toronto,Municipal,Municipality,Eastern Ave Yard / Shop,875 Eastern Ave,11.368162493103,
City of Toronto,Municipal,Municipality,Eglinton Flats Service Bldg,101 Emmett Ave,11.2114017526484,
City of Toronto,Municipal,Municipality,Bering Yard,320 & 330 Bering Ave,10.4048465970749,
City of Toronto,Municipal,Municipality,Birchmount Parks Yard,1901 Birchmount Rd /101 Ridgetop,10.3070273178372,
City of Toronto,Municipal,Municipality,King St Garage,1116 King St W Sts Yard,10.2789147895571,
City of Toronto,Municipal,Municipality,Rockcliffe Yard,301 Rockcliffe Blvd,10.1494899854999,
City of Toronto,Municipal,Municipality,Eastern & Booth Blocks,433 Eastern Ave,10.1472429395014,
City of Toronto,Municipal,Municipality,Western Services Yard,235 Edenbridge Dr.,10.0178683022929,
City of Toronto,Municipal,Municipality,Central Equipment Yard,1026 Finch Ave. W,9.64676318128496,
City of Toronto,Municipal,Municipality,Ellesmere Yard,1050 Ellesmere Rd,9.519632937168,
City of Toronto,Municipal,Municipality,Nashdene Yard,70 Nashdene Rd,9.45263469218104,
City of Toronto,Municipal,Municipality,Winter Maintenance Depot,8270 Sheppard Ave E,8.4509655321091,
City of Toronto,Municipal,Municipality,Disco Yard,156 Disco Rd,8.43676156709148,
City of Toronto,Municipal,Municipality,Brimley Parks Yard,451 Brimley Rd @Eglinton,8.19677422297982,
City of Toronto,Municipal,Municipality,Hamilton Street Yard,138 Hamilton St,8.15405974681001,
City of Toronto,Municipal,Municipality,Oriole Yd- Works,2751 Old Leslie St.,7.65581751327485,
City of Toronto,Municipal,Municipality,North District Serv Yard,140 Merton St,7.45829167990608,
City of Toronto,Municipal,Municipality,Kipling Maintenance Yard,441 Kipling Ave,7.45539734448858,
City of Toronto,Municipal,Municipality,Central Garage,35 Strachan Ave,7.23377343005773,
City of Toronto,Municipal,Municipality,Train Storage Building,20 Centre Road,7.18600976503067,
City of Toronto,Municipal,Municipality,Castlefield Yard,1401 Castlefield Ave Yard,7.08380249027147,
City of Toronto,Municipal,Municipality,Bartonville Park,5 Bartonville Ave E,7.04158678145086,
City of Toronto,Municipal,Municipality,Alness Service Yard,21 Alness St.,6.95981127803921,
City of Toronto,Municipal,Municipality,Maintenance Yard #7,100 Turnberry Ave,5.84373808748771,
City of Toronto,Municipal,Municipality,Dufferin Maintenance Yard,75 Vanley Cres.,5.66426088544559,
City of Toronto,Municipal,Municipality,Fire Services - East Command Offices,3 Dohme Ave,5.61266340725053,
City of Toronto,Municipal,Municipality,Sixth St Garage,297 Sixth St,3.69468843419773,
City of Toronto,Municipal,Municipality,Bentworth Park Yard,140 Bentworth Ave.,3.32307934539543,
City of Toronto,Municipal,Municipality,Health Materials Warehouse,160 Rivalda Rd,3.11713731246331,
City of Toronto,Municipal,Municipality,Wellington Yard & Office,677 Wellington St W,2.6865119929199,
City of Toronto,Municipal,Municipality,Fire Dept Repair Shop,35 Strachan Av Repair Shp,2.51458174895008,
City of Toronto,Municipal,Municipality,Monarch Park Serv Yard,115 Felstead Av Mon Pk Pl,2.30919011695848,
City of Toronto,Municipal,Municipality,Old Eglinton Yard,25 Old Eglinton Ave,2.24559472064111,
City of Toronto,Municipal,Municipality,Oriole Parks Yard,2747 Old Leslie St,2.04150264447681,
City of Toronto,Municipal,Municipality,Oriole Yd- Signs and Markings,2755 Old Leslie Street,9.49179300968328,
City of Toronto,Municipal,Municipality,Wellington Yard & Storage,677 Wellington St W,0.640713036878842,
City of Waterloo,Municipal,Municipality,Parkview Storage Building,335 University Ave. East,25.1595735507421,
City of Waterloo,Municipal,Municipality,Parkview Cemetery Service Building,335 University Ave. East,25.1595735507421,
City of Waterloo,Municipal,Municipality,Parkview Storage 2,335 University Ave. East,25.1595735507421,
City of Waterloo,Municipal,Municipality,Parkview Storage,335 University Ave. East,25.1595735507421,
City of Waterloo,Municipal,Municipality,Waterloo Memorial Recreation Complex - Portable #1 Storage,101 Father David Bauer Drive,13.5400774317073,
City of Waterloo,Municipal,Municipality,Service Centre - Main Building - Storage,265 Lexington Court,7.68963119337184,
City of Waterloo,Municipal,Municipality,Mount Hope Cemetery Equipment Storage,81 Roger Street,7.5396573748056,
City of Waterloo,Municipal,Municipality,Service Centre - Truckwash,265 Lexington Court,6.50705790502753,
City of Waterloo,Municipal,Municipality,Service Centre - Parks Portable,265 Lexington Court,2.90386134826236,
City of Waterloo,Municipal,Municipality,Service Centre - Oktoberfest Building,265 Lexington Court,2.90386134826236,
City of Waterloo,Municipal,Municipality,Service Centre - Pigeon Coop/Cold Vehicle Storage Building,265 Lexington Court,2.90386134826236,
City of Waterloo,Municipal,Municipality,Hillside Park Storage Building/Washrooms,352 Marsland Drive,2.5336777753733,
City of Waterloo,Municipal,Municipality,Waterloo Park - Service Centre: Storage,Waterloo Park,0.805881839718359,
City of Waterloo,Municipal,Municipality,Waterloo Park - Storage Booth,Waterloo Park,0.805881839718359,
City of Waterloo,Municipal,Municipality,Waterloo Park - Former Woodworkers Building,Waterloo Park,0.805881839718358,
City of Welland,Municipal,Municipality,Welland Transit - Service Centre,75 Federal Road,10.4948729003084,
City of Welland,Municipal,Municipality,Park- Chippawa Park - Equipment Storage,591 Fitch @ First,4.39281981148867,
City of Welland,Municipal,Municipality,Service Centre Public Works,99 Federal Road,3.96712942886806,
City of Welland,Municipal,Municipality,Woodlawn Cemetery-Storage,Woodlawn Road,2.72077705079499,
City of Welland,Municipal,Municipality,Glenwood Park-Pavillion/Rink Storage Shed,Glenwood Park Drive,0.624967358484671,
City of Windsor,Municipal,Municipality,Malden Park storage/work area,4301 Matchette/4455 Matchette,17.4611848961939,
City of Windsor,Municipal,Municipality,Transit Windsor,3700 North Service Road,16.6003673529171,
City of Windsor,Municipal,Municipality,Traffic Engineering,1231 Mercer Ave.,13.2182761269409,
City of Windsor,Municipal,Municipality,Field Engineering,2545 Pillette,11.5991300225623,
City of Windsor,Municipal,Municipality,Walker Homesite Park,200-1900 Sydney Ave.,8.25293227135986,
City of Windsor,Municipal,Municipality,Parks Yard,2461 McDougall Ave.,7.59722320175128,
City of Windsor,Municipal,Municipality,Crawford Yard,1531 Crawford Ave.,7.55961942003117,
City of Windsor,Municipal,Municipality,Lanspeary house,1219 Peirre,6.15104133950541,
City of Windsor,Municipal,Municipality,Traffic Office/Paint & Sign Shop,1269 Mercer,5.14833885889533,
City of Windsor,Municipal,Municipality,Storage Facility,1356 Tecumseh Rd. W.,4.49816219814663,
City of Windsor,Municipal,Municipality,Wilson Park,1499 Wyandotte W.,1.8078859137942,
City of Woodstock,Municipal,Municipality,BUS STORAGE,65 Clarke Street,13.0090381699714,
City of Woodstock,Municipal,Municipality,WORK STORAGE,944 James Street,7.94977843486235,
City of Woodstock,Municipal,Municipality,ENGINEERING BUILDING GARAGE,944 James Street,7.77660032392161,
City of Woodstock,Municipal,Municipality,PARK'S WORKSHOP,192 Wellington  Street S,6.09691502957139,
City of Woodstock,Municipal,Municipality,RECYLING FACILITIES,63 Clarke Street S,6.04949137333342,
City of Woodstock,Municipal,Municipality,WOODSTOCK ART GALLERY 3rd & 4th floor,449 Dundas Street,1.77526846091611,
City of Woodstock,Municipal,Municipality,STORAGE FACILITIES,64 Springbank Ave S,0.624967358484671,
County of Brant,Municipal,Municipality,Mt. Pleasant Roads Building,281 Pleasant Ridge Rd,7.2784540986989,
County of Brant,Municipal,Municipality,Onondaga Roads,734 Hwy #54 (Garage),5.20012582815148,
County of Brant,Municipal,Municipality,Paris Water - storage building,57 Schuyler St,4.48360152223421,
County of Brant,Municipal,Municipality,South Dumfries Roads Building,525 Scenic Dr,3.63113155216422,
County of Brant,Municipal,Municipality,Paris Roads Building,60 Consolidated Dr,2.4158863811097,
County of Brant,Municipal,Municipality,Mt. Vernon Roads Building,1249 Colborne St W,2.00214361877224,
County of Brant,Municipal,Municipality,Mt. Vernon Roads - Shed,1249 Colborne St W,0.953546752528614,
County of Bruce,Municipal,Municipality,Wiarton Patrol Garage,890 Berford Street,8.62786054636343,
County of Bruce,Municipal,Municipality,Lucknow Patrol Garage,545 Ludgard Street,8.90087540244241,
County of Bruce,Municipal,Municipality,Walkerton Patrol Garage,94 Bruce Road 2,7.60956197797789,
County of Bruce,Municipal,Municipality,Paisley Patrol Garage,242 Canrobert Street,7.52896340277972,
County of Bruce,Municipal,Municipality,Lindsay Tract Shop,4026 Hwy 6,0.53406596151555,
County of Dufferin,Municipal,Municipality,Whitfield Tower,586269 County Road 17,23.5492185069984,
County of Dufferin,Municipal,Municipality,Rogers Tower,436116 4th Line,10.6074214618974,
County of Dufferin,Municipal,Municipality,Dufferin County Road Dept Garage,635666 Hwy 10,10.5206050055543,
County of Dufferin,Municipal,Municipality,Dufferin County Road Dept Garage - Other,635666 Hwy 10,8.06161284309559,
County of Grey,Municipal,Municipality,Dundalk Depot,170 Glenelg St.,12.164441411353,
County of Grey,Municipal,Municipality,Flesherton Depot,104 Collingwood Street,4.7640847285969,
County of Grey,Municipal,Municipality,Chatsworth Depot,317157 Hwy 6/10 BLDG,3.37439835034303,
County of Grey,Municipal,Municipality,Durham Depot,183 South St. E,1.82165884961472,
County of Grey,Municipal,Municipality,Clarksburg Depot,827489 Grey Rd. 40,1.26558601273557,
County of Grey,Municipal,Municipality,Ayton Depot,112735 Grey Road 3.,0.85923498938571,
County of Haliburton,Municipal,Municipality,Roads Patrol Yard #3,5157 Loop Road,9.58022874066585,
County of Haliburton,Municipal,Municipality,Roads Patrol Yard #1,1516 Ingoldsby Road,4.86294160078301,
County of Haliburton,Municipal,Municipality,Roads Patrol Yard #2,2369 Eagle Lake Road,4.75306027240935,
County of Huron,Municipal,Municipality,Zurich County Patrol Yard,72881 Blind Line,15.248152367859,
County of Huron,Municipal,Municipality,Wingham County Patrol Yard,86287 London Rd #4,7.51940501707292,
County of Huron,Municipal,Municipality,Auburn County Yard,83091 Donnybrook Line,6.02277509408226,
County of Huron,Municipal,Municipality,Wroxeter County Patrol Yard,43166 Harriston Rd,4.47350461647979,
County of Huron,Municipal,Municipality,Airport Storage Facility,33889 Airport Road,0.640713036878842,
County of Lambton,Municipal,Municipality,Warwick Rds Garage,6905 London Line,7.51666380463453,
County of Lambton,Municipal,Municipality,Oil City Rds Garage,3024 Oil Heritage Rd,7.06868766882031,
County of Lambton,Municipal,Municipality,Forest Rds Garage,6958 Townsend Line,5.07040141552821,
County of Lambton,Municipal,Municipality,Petrolia Rds Garage,306 Center Street,3.39734419002963,
County of Lanark,Municipal,Municipality,McDonalds Corners Pit,4705 McDonalds Corners Road,10.3705056407759,
County of Lanark,Municipal,Municipality,Almonte Patrol Garage,4752 County Road 29,9.02559667629821,
County of Lanark,Municipal,Municipality,Perth Patrol Garage,110 Wilson Street West,8.76252416267345,
County of Lanark,Municipal,Municipality,Union Hall Patrol Garage,1982 Wolf Grove Road,4.34834835874861,
County of Middlesex,Municipal,Municipality,Transportation - District 1 (Central Garage),1988 Gainsborough Road,9.0495757389916,
County of Middlesex,Municipal,Municipality,Transportation - District 6,15294 Plover Mills Road,8.10454438216019,
County of Middlesex,Municipal,Municipality,Transportation - District 2,560 Shaw Road,5.3009665180442,
County of Middlesex,Municipal,Municipality,Transportation - District 3,22681 Melbourne Road,4.90736153468895,
County of Middlesex,Municipal,Municipality,Transportation - District 9,21906 Simpson Road,4.58437466833112,
County of Middlesex,Municipal,Municipality,Transportation - District 4,1754 Elginfield Road,4.00014272007763,
County of Middlesex,Municipal,Municipality,Transportation - District 4,1786 Elginfield Road,0.624967358484671,
County of Northumberland,Municipal,Municipality,Material Recovery Facility,280 Edwardson Road,14.3748436751214,
County of Northumberland,Municipal,Municipality,Morganston Roads Yard,4218 County Road 25,9.49315081409494,
County of Northumberland,Municipal,Municipality,Veronica Street Roads Yard Garage,60 Elgin Street,5.82447586582887,
County of Northumberland,Municipal,Municipality,Veronica Street Roads Yard Waste Building,60 Elgin Street,1.83377898587786,
County of Northumberland,Municipal,Municipality,Veronica Street Roads Yard Quonset Hut,60 Elgin Street,0.967066981341673,
County of Northumberland,Municipal,Municipality,Plainville Sand Dome,8636 Donaldson Road,0.640713036878842,
County of Oxford,Municipal,Municipality,WY-Embro,884135 Road 88,10.4464714695156,
County of Oxford,Municipal,Municipality,Water Operations Centre,59 George Johnson,9.48391959823454,
County of Oxford,Municipal,Municipality,WY-Woodstock,515165 11th Line,9.12574174213048,
County of Oxford,Municipal,Municipality,WY-Drumbo,895939 Oxford Road 3,8.99851302115547,
County of Oxford,Municipal,Municipality,WY-Springford,432594 Zenda Line,7.38557602879689,
County of Perth,Municipal,Municipality,Milverton Public Works,6372 Perth Line 131,9.76763969217568,
County of Perth,Municipal,Municipality,Mitchell Public Works,2 Napier Street,6.04314006576884,
County of Perth,Municipal,Municipality,Stratford Public Works,4312 Perth Road 119,5.69729343476758,
County of Peterborough,Municipal,Municipality,Smith-Centreline Depot,1275 Centre Line Road,13.7042761275272,
County of Peterborough,Municipal,Municipality,Havelock Depot,649 County Road 46,10.1832883001771,
County of Peterborough,Municipal,Municipality,Millbrook Depot,1111 County Road 10,6.98071426173578,
County of Peterborough,Municipal,Municipality,Douro Depot,713 County Road 4,5.88789175154548,
County of Peterborough,Municipal,Municipality,Buckhorn Depot - PW,2292 County Road 36,3.78577011529133,
County of Peterborough,Municipal,Municipality,Douro Depot Storage Bldg,713 Warsaw Road,1.55228969183548,
County of Prince Edward,Municipal,Municipality,Roads Lake St,115 Lake St,7.84850721458661,
County of Prince Edward,Municipal,Municipality,Town Hall Bloomfield Washroom/Storage,289 Bloomfield Main St,6.85691677932219,
County of Prince Edward,Municipal,Municipality,Roads Demorestville-Sophiasburgh,35 County Rd 14,5.67997344915073,
County of Prince Edward,Municipal,Municipality,Canine Control Building,35 County Rd 14,5.67987291109383,
County of Prince Edward,Municipal,Municipality,Roads Ameliasburgh,13 Coleman St,5.12016873819085,
County of Prince Edward,Municipal,Municipality,Roads Sandy Hook Sign Shop (50%),75 County Rd 1,0.640713036878842,
County of Prince Edward,Municipal,Municipality,Roads Sandy Hook Phys Prop Shop (50%),75 County Rd 1,0.640713036878842,
County of Renfrew,Municipal,Municipality,Palmer Rapids Patrol Garage,6096 Palmer Road,10.0213823317554,
County of Renfrew,Municipal,Municipality,Pembroke Patrol Garage,556 Whitwater Road,6.53422335423657,
County of Renfrew,Municipal,Municipality,Calabogie Patrol Garage,758 Mill Street,5.47988348503459,
County of Renfrew,Municipal,Municipality,Cobden Patrol Garage,PO Box 232 Main St,4.66968678974112,
County of Renfrew,Municipal,Municipality,Goshen Patrol Garage,1460 Lochwinnoch Rd,4.24903673412432,
County of Simcoe,Municipal,Municipality,Midhurst Roads Garage,1177 Snow Valley Rd,25.1595735507421,
County of Simcoe,Municipal,Municipality,Creemore Roads Garage,7663 County Road 9,25.1595735507421,
County of Simcoe,Municipal,Municipality,Ramara Roads Garage,2492 Concession Road 13,14.4752625844767,
County of Simcoe,Municipal,Municipality,Moonstone Roads Garage,316 Moonstone Road East,11.2325526621132,
County of Simcoe,Municipal,Municipality,Beeton Roads Garage,43 Main Street East,13.3450493671709,
County of Simcoe,Municipal,Municipality,Perkinsfield Roads Garage,1 Dubeau Rd,6.16654867625635,
County of Simcoe,Municipal,Municipality,Beeton Garage 2 New,6609 County Road 1,6.53343508807096,
District of Muskoka,Municipal,Municipality,Airport Maintenance Garage,1011 Airport Road,3.02453821726731,
Haldimand County,Municipal,Municipality,Hagersville  WS Storage,3 laidlaw St,24.54127092404,
Haldimand County,Municipal,Municipality,Hagersville Shop W&S,54 Tuscarora St,24.54127092404,
Haldimand County,Municipal,Municipality,Caledonia Storage,53 Forfar St E,9.64402149900456,
Haldimand County,Municipal,Municipality,Walpole Yard,1433 Haldimand Rd 55,8.14862796087809,
Haldimand County,Municipal,Municipality,Dunnville Yard,710 Main St E,6.93271793053189,
Haldimand County,Municipal,Municipality,Oneida yard,635 4th Line,6.38176774369843,
Haldimand County,Municipal,Municipality,Dunnville Shop WW,206 Alder St E,5.10314340261709,
Haldimand County,Municipal,Municipality,Cayuga Yard,20 Indian St,1.91840067100618,
Haldimand County,Municipal,Municipality,Kohler Administration/Garage,1162 Kohler Road,0.71486710597297,
Loyalist Township,Municipal,Municipality,Parks Garage,177 Lodge St.,13.2248506588385,
Loyalist Township,Municipal,Municipality,Odessa Sewage Treatment Plant,170 Bridge St.,,11.9588022490729
Loyalist Township,Municipal,Municipality,Violet Landfill,1346 Violet Rd,9.77663580485483,
Loyalist Township,Municipal,Municipality,Millhaven Garage,240 County Rd. 4,9.09220227983165,
Loyalist Township,Municipal,Municipality,Bath Sewage Treatment Plant,50 Sir John Johnson Dr.,,8.67268399584421
Loyalist Township,Municipal,Municipality,Amherst Island Works Garage,925 Stella Rd.,5.67479630264524,
Loyalist Township,Municipal,Municipality,Roads Garage,748 D County Rd 6,4.35350848492442,
Municipality of Arran-Elderslie,Municipal,Municipality,Chesley Water Tower Storage,Tower Road,25.1595735507421,
Municipality of Arran-Elderslie,Municipal,Municipality,Elderslie Shop,1925 Bruce Road 10,5.63061276281814,
Municipality of Arran-Elderslie,Municipal,Municipality,Arran Shop,205 Mill Road,5.36667140811197,
Municipality of Arran-Elderslie,Municipal,Municipality,Paisley Shop,281 Alma St,2.16756415241058,
Municipality of Bayham,Municipal,Municipality,Port Burwell Public Works,31 Elizabeth St,7.53543237046926,
Municipality of Bayham,Municipal,Municipality,Straffordville Garage,8354 Plank Road,4.05844487525549,
Municipality of Bluewater,Municipal,Municipality,Stanley Road Shed,38572 Mill Rd.,16.8634061953295,
Municipality of Bluewater,Municipal,Municipality,Hay Works Shed,72980 Blind Line,13.0672306924658,
Municipality of Bluewater,Municipal,Municipality,Bayfield Works Shed,2 Fry St.,6.63708295995302,
Municipality of Brighton,Municipal,Municipality,North Public Works,71 Chatten Rd,7.35392753922192,
Municipality of Brighton,Municipal,Municipality,Public Works Bay,67 Sharp Rd,5.35887601582888,
Municipality of Brockton,Municipal,Municipality,Brant Works Shop,Brant Line,9.11054761344465,
Municipality of Brockton,Municipal,Municipality,Greenock Works Shop,Greenock Line,9.08102160498949,
Municipality of Brockton,Municipal,Municipality,Walkerton Works Shop,130 Wallace Street,4.73966382821703,
Municipality of Brooke-Alvinston,Municipal,Municipality,Town Shop,3251 Elgin Street,0.658498771490696,
Municipality of Callander,Municipal,Municipality,Operations Department Garage,100 Nipissing,6.69789230553943,
Municipality of Callander,Municipal,Municipality,Operations Garage 2,100 Nipissing St.,0.445767672271257,
Municipality of Central Elgin,Municipal,Municipality,White Station,42343 Fruitridge Line,12.7481087208921,
Municipality of Central Huron,Municipal,Municipality,Works Shed- Clinton,122 King St. W.,9.32702388192617,
Municipality of Central Huron,Municipal,Municipality,Works Shed - Holmesville,Holmesville,1.20062142054159,
Municipality of Central Manitoulin,Municipal,Municipality,Mindemoya Municipal Garage,7 Lakeshore Road,5.78792053411978,
Municipality of Central Manitoulin,Municipal,Municipality,Sandfield Municipal Garage,3737 Hwy 542,3.80496232348112,
Municipality of Centre Hastings,Municipal,Municipality,Ivanhoe Roads Garage,11379 Hwy 62,3.96451438159664,
Municipality of Centre Hastings,Municipal,Municipality,Madoc Roads Garage,26 Seymour Street,1.50406928074897,
Municipality of Chatham-Kent,Municipal,Municipality,Thamesville Garage,22677 Victoria Rd. S,24.54127092404,
Municipality of Chatham-Kent,Municipal,Municipality,Wallaceburg Garage,600 Gillard St.,12.4883068881076,
Municipality of Chatham-Kent,Municipal,Municipality,Dover Twp Garage,"25302 Big Point Rd.,",12.3524864565082,
Municipality of Chatham-Kent,Municipal,Municipality,Harwich Twp Bldg,21633 Communications Rd.,12.2248927088033,
Municipality of Chatham-Kent,Municipal,Municipality,Wallaceburg Garage 2,600 Gillard St.,9.43548001892341,
Municipality of Chatham-Kent,Municipal,Municipality,Wallaceburg Public Works,105 Arnold St,9.00360638100741,
Municipality of Chatham-Kent,Municipal,Municipality,Wallaceburg Public Works 2,105 Arnold St,8.84056846260022,
Municipality of Chatham-Kent,Municipal,Municipality,Wallaceburg Public Works 3,105 Arnold St,8.7706157560821,
Municipality of Chatham-Kent,Municipal,Municipality,Wallaceburg Animal Shelter,113 Arnold St.,6.45359104757748,
Municipality of Chatham-Kent,Municipal,Municipality,Blenheim Garage 2,386 Chatham St S.,7.14060493672298,
Municipality of Chatham-Kent,Municipal,Municipality,Tilbury East Garage,4394 Middle Line,6.78762168177961,
Municipality of Chatham-Kent,Municipal,Municipality,Raleigh Garage,21000 AD Shadd Rd,6.25015899784924,
Municipality of Chatham-Kent,Municipal,Municipality,Thamesville Garage 3,13235 Evergreen Line,5.12575950806264,
Municipality of Chatham-Kent,Municipal,Municipality,Thamesville Garage 2,13235 Evergreen Line,5.00433618402057,
Municipality of Chatham-Kent,Municipal,Municipality,Thamesville Garage,13235 Evergreen Line,4.98885189769255,
Municipality of Chatham-Kent,Municipal,Municipality,Wheatley Garage,153 La Marsh St,5.67228236270055,
Municipality of Chatham-Kent,Municipal,Municipality,Tilbury Garage 2,4 Tower Street,5.28879641062198,
Municipality of Chatham-Kent,Municipal,Municipality,Tilbury Garage 3,4 Tower Street,5.26548723986508,
Municipality of Chatham-Kent,Municipal,Municipality,Tilbury Garage,4 Tower Street,5.23809199605657,
Municipality of Chatham-Kent,Municipal,Municipality,Chatham Township Garage,"10137 Greenvalley Line,",4.47014617667177,
Municipality of Chatham-Kent,Municipal,Municipality,Kent Centre Garage,21659 Communication Road,5.07748858471198,
Municipality of Chatham-Kent,Municipal,Municipality,Bothwell Garage,376 Walnut St. E,4.38224478575497,
Municipality of Chatham-Kent,Municipal,Municipality,Romney Garage,21462 Coatsworth Rd.,4.88393249175029,
Municipality of Chatham-Kent,Municipal,Municipality,Chatham Township Garage 3,"10137 Greenvalley Line,",4.21730656080079,
Municipality of Chatham-Kent,Municipal,Municipality,Ridgetown Garage 3,13337 Reeders Line,4.52468706250498,
Municipality of Chatham-Kent,Municipal,Municipality,Blenheim Garage,386 Chatham St S.,4.52182478799899,
Municipality of Chatham-Kent,Municipal,Municipality,Ridgetown Garage 2,13337 Reeders Line,4.46188479779688,
Municipality of Chatham-Kent,Municipal,Municipality,Ridgetown Garage,13337 Reeders Line,4.45956397984225,
Municipality of Chatham-Kent,Municipal,Municipality,Chatham Township Garage 2,"10137 Greenvalley Line,",3.80735589190304,
Municipality of Chatham-Kent,Municipal,Municipality,Orford Garage,289 Queen St.,3.53943623994079,
Municipality of Chatham-Kent,Municipal,Municipality,Orford Garage 2,289 Queen St.,3.49452427180847,
Municipality of Chatham-Kent,Municipal,Municipality,Raleigh Garage 2,21000 AD Shadd Rd,4.02077381015945,
Municipality of Chatham-Kent,Municipal,Municipality,Orford Garage 3,289 Queen St.,3.45827925278375,
Municipality of Chatham-Kent,Municipal,Municipality,South East Garage,96 Erie Street North,2.20858961045324,
Municipality of Chatham-Kent,Municipal,Municipality,South East Garage 2,96 Erie Street North,2.18373973913938,
Municipality of Chatham-Kent,Municipal,Municipality,South East Garage 3,96 Erie Street North,2.14449542269145,
Municipality of Chatham-Kent,Municipal,Municipality,Harwich Site,21633 Communications Road,1.91860009557155,
Municipality of Chatham-Kent,Municipal,Municipality,Blenheim Garage 3,386 Chatham St S.,0.719990357764934,
Municipality of Chatham-Kent,Municipal,Municipality,Port Alma Garage 2,4388 Talbot Trail,0.719990357764934,
Municipality of Chatham-Kent,Municipal,Municipality,Port Alma Garage,4388 Talbot Trail,0.719990357764934,
Municipality of Clarington,Municipal,Municipality,Bowmanville Operations Depot,33 Lake Road,10.4058546192128,
Municipality of Clarington,Municipal,Municipality,Hampton Operations Depot,2320 Taunton Road,9.09210570986326,
Municipality of Clarington,Municipal,Municipality,Yard 42 Depot,178 Clarke Townline,6.48916020095893,
Municipality of Clarington,Municipal,Municipality,Orono Operations Depot,3585 Taunton Road,5.63792565234104,
Municipality of Dutton/Dunwich,Municipal,Municipality,Utility Garage,254 Shackleton St,9.88321012365716,
Municipality of Dutton/Dunwich,Municipal,Municipality,Road Garage,136 Currie Rd,4.13636141655626,
Municipality of Dysart Et Al,Municipal,Municipality,Roads Garage,12323 Hwy 118,5.21113703138589,
Municipality of French River,Municipal,Municipality,Public Works Garage,St. David St.,10.2072969370663,
Municipality of Greenstone,Municipal,Municipality,District Heating Plant,308 First Avenue North West,12.8664224033798,
Municipality of Greenstone,Municipal,Municipality,Public Works Garage,210 First Avenue North West,9.93844815429295,
Municipality of Greenstone,Municipal,Municipality,Dog Pound,210 First Avenue North West,7.13406482443909,
Municipality of Greenstone,Municipal,Municipality,Firehall,101 First Street West,5.84459793207474,
Municipality of Greenstone,Municipal,Municipality,Evac. Storage Bldg,306 First Avenue North West,3.99550540136476,
Municipality of Greenstone,Municipal,Municipality,Cold Storage Shed,214 Kingsland Street,0.365553223347911,
Municipality of Grey Highlands,Municipal,Municipality,Well #2 (decommissioned),5 Terra Dr,25.1595735507421,
Municipality of Grey Highlands,Municipal,Municipality,Markdale Landfill,775557 Hwy 10,25.1595735507421,
Municipality of Grey Highlands,Municipal,Municipality,Flesherton Works Depot,774317 Hwy 10,9.88599436609734,
Municipality of Grey Highlands,Municipal,Municipality,Rocklyn Works Depot,726024 Sideroad 22B Garage,7.11072440785218,
Municipality of Grey Highlands,Municipal,Municipality,Markdale Work Depot,50 Lorne Street,8.06932437622294,
Municipality of Grey Highlands,Municipal,Municipality,Maxwell Shop Depot,408016 GREY RD 4,7.93319882661052,
Municipality of Grey Highlands,Municipal,Municipality,Artemesia Landfill,113524 Grey Road 14,0.640713036878842,
Municipality of Grey Highlands,Municipal,Municipality,McDuff Shop,82 McDuff St,0.640713036878842,
Municipality of Hastings Highlands,Municipal,Municipality,Bangor Garage,35523 Hwy 62 N,8.05629563095073,
Municipality of Hastings Highlands,Municipal,Municipality,Maynooth Garage,3287 Hwy 62 N,6.90065875062852,
Municipality of Hastings Highlands,Municipal,Municipality,Herschel Garage,334 Y Rd.,5.80764501690696,
Municipality of Hastings Highlands,Municipal,Municipality,Monteagle Garage,3187 Musclow Greenview Rd.,4.2964213603817,
Municipality of Highlands East,Municipal,Municipality,Cardiff Little Sub Station,16 Sprucedale Street,9.27405445986527,
Municipality of Highlands East,Municipal,Municipality,Wilberforce Garage - Municipality,19951 Highway 118,5.95827442557774,
Municipality of Highlands East,Municipal,Municipality,Wilberforce Garage - MTO,19897 Highway 118,4.18975442624091,
Municipality of Highlands East,Municipal,Municipality,Highland Grove Garage,1014 Meteorite Lake Road,2.22370888048433,
Municipality of Highlands East,Municipal,Municipality,Cardiff Municipal Garage,2756 Monck Road,1.77555928607662,
Municipality of Huron East,Municipal,Municipality,Grey Works Shed,44264 Newry Road,5.01476741653707,
Municipality of Huron East,Municipal,Municipality,McKillop Works Shed,81549 North Line,4.70108492605508,
Municipality of Huron East,Municipal,Municipality,Tuckersmith Works Shed,42677 Front Road,3.57887024090178,
Municipality of Huron East,Municipal,Municipality,Brussels Works Shed,238 Turnberry Street,2.48655492098399,
Municipality of Huron Shores,Municipal,Municipality,Ward 3 Garage,7 Bridge Street,5.9064744836462,
