index,operation_name,Address,Zip,en_intensity_ekWh_sqft,lat,lng,dim_operation_type,dim_City,dim_organization,tot_floor_area_ft2,org_rank,op_type_rank,city_rank
15657,Milford Bay Community Centre,1020 Beaumaris Road,P0B1J0,15.914621094665305,45.0696487,-79.4729233,5,588,155,11041.0,16,416,2
15658,Milford Bay Fire Hall,1229 Milford Bay Road,P0B1J0,14.8799481437692,45.0730019,-79.47537990000002,24,588,155,2600.0,15,329,1
15659,Patterson Public Works Yard,1078 Raymond Road,P0B1J0,44.75600110642861,45.1837692,-79.4000092,7,353,155,2800.0,30,1120,5
15660,Peninsula Recreation Centre/Fhall,1131 Juddhaven Road,P0B1J0,9.79711905951033,45.1722527,-79.6471939,5,814,155,8659.0,6,206,1
15661,Port Carling Arena,3 Bailey Street ,P0B1J0,17.619164158552998,45.1160088,-79.57650759999999,13,1040,155,24436.0,18,63,2
15662,Port Carling Community Centre,3A Bailey Street,P0B1J0,12.9900835639324,45.1160088,-79.57650759999999,5,1040,155,8552.0,11,317,1
15663,Port Carling Fire Hall,1 Lee Valley Drive,P0B1J0,43.1082590056612,45.1158714,-79.5876083,7,1040,155,2208.0,29,1106,6
15664,Port Carling Library,69 Joseph St. Port Carling,P0B1J0,39.1494661009231,45.11713029999999,-79.5775681,1,1040,155,6500.0,27,523,4
15665,Ranwood Public Works Yard,1050 Ranwood Road,P0B1J0,46.85384673380001,45.1015968,-79.5456772,7,588,155,5000.0,31,1137,3
15666,Raymond Community Centre,2013 Hwy 141,P0B1J0,18.0565272621951,45.2001076,-79.425415,5,353,155,4100.0,19,499,3
15667,Raymond Fire Hall,1002 Spring Street ,P0B1J0,8.708627384375,45.2023087,-79.4291916,24,353,155,2400.0,5,115,2
15668,Torrance Community Centre,1030 Torrance Road,P0B1J0,13.401273344164,44.9934616,-79.5691681,5,534,155,7745.0,13,328,2
15669,Torrance Fire Hall,0 Kidd Street ,P0B1J0,4.28848714225307,44.9935799,-79.56764220000002,24,534,155,7745.0,2,33,1
15670,Ullswater Community Hall,1503 Old Parry Sound Road,P0B1J0,23.926192393333306,45.21208950000001,-79.4945908,5,151,155,900.0,24,715,2
15671,Visitors Centre,90 Joseph Street,P0B1J0,22.254707683000003,45.1183014,-79.57756040000002,5,1040,155,1500.0,20,662,3
15672,Walkers Point Community Centre,1074 Walker's Point Road,P0B1J0,13.788150807899498,45.0095711,-79.5007172,5,534,155,5013.0,14,343,3
15673,Walkers Point Fire Hall,1355 Walker's Point Road,P0B1J0,29.6086739697266,45.0179482,-79.48333740000002,24,534,155,1536.0,25,786,4
15674,Windermere Community Centre,2416 Windermere Road,P0B1J0,8.127445339470661,45.16981120000001,-79.5400238,5,1014,155,3476.0,4,160,1
15675,Windermere Fire Hall,2201 Windermere Road,P0B1J0,12.672549172929001,45.17559050000001,-79.5250626,24,1014,155,3380.0,10,241,2
15676,Windermere Village Hall,2496 Windermere Road,P0B1J0,23.910609573833298,45.1655083,-79.5486298,21,1014,155,600.0,23,361,3
15677,Community Centre,64 McIntyre Street,P0M2L0,16.642400870097195,46.33390429999999,-81.5824814,5,352,30,5010.0,3,446,3
15678,"Community Centre, Rink Building, Municipal Office",64 McIntyre Street,P0M2L0,9.065052950075641,46.33390429999999,-81.5824814,5,352,30,6610.0,1,192,1
15679,Hyman Fire Station # 2,62 Coal Dock Road,P0M2L0,12.302368684558802,46.330676000000004,-81.58471589999998,24,352,30,1224.0,2,232,2
15681,Nairn Fire Station # 1,66 McIntyre Street,P0M2L0,27.009827061737,46.33440020000001,-81.58219150000002,24,352,30,2000.0,6,717,6
15682,Public Works Garage,139 Minto Street,P0M2L0,16.8279195164445,46.3325005,-81.59439090000002,7,352,30,2000.0,4,486,4
15683,Township Municipal Office,64 McIntyre Street,P0M2L0,19.071726498708998,46.33390429999999,-81.5824814,17,352,30,1000.0,5,509,5
15684,Communty Centre,138 Wadswoth Rd,P0T2J0,41.5764312021064,49.0100441,-88.2702484,5,863,40,36461.0,9,1002,12
15685,Curladrome,100 Wadsworth Dr.,P0T2J0,17.6004505267452,49.0100441,-88.2696686,18,863,40,12600.0,4,113,4
15686,Docs Building,46 Front Street,P0T2J0,12.908143939393899,49.0127602,-88.26281740000002,17,863,40,2112.0,2,259,2
15687,Fire Hall,121  Fifth Street,P0T2J0,30.9345624068926,49.0153198,-88.26595309999998,24,863,40,4116.0,8,821,11
15688,Marina Office,2 Brennen Drive,P0T2J0,30.9210526315789,49.0093127,-88.2574443,17,863,40,342.0,7,902,10
15689,Municiple Office/Library,52 Front Street,P0T2J0,26.1737180578375,49.0119705,-88.26325229999998,17,863,40,4800.0,6,776,9
15690,Museum,40 Front Street,P0T2J0,15.1688640342773,49.0129395,-88.26270290000002,21,863,40,4388.0,3,217,3
15691,Old Library,25 Third Street,P0T2J0,0.662016201620162,49.012661,-88.2622604,1,863,40,2222.0,1,5,1
15692,Old Municiple Building,25 Second Street,P0T2J0,112.20100436227501,49.01155470000001,-88.26211550000002,17,863,40,1527.0,12,1260,16
15695,Swimming Pool,116 Wadsworth Dr.,P0T2J0,97.3331555299649,49.0100441,-88.26991269999998,18,863,40,1167.0,11,356,15
15696,Tourist Information Centre,425 Hwy 11/17,P0T2J0,20.022201506983198,49.0179787,-88.3076172,17,863,40,2908.0,5,542,6
15697,Town Garage,2 Greenmantle Dr,P0T2J0,67.7171330426972,49.009258700000004,-88.2741929,6,863,40,3600.0,10,49,13
15699,Nipissing Community Centre,2381 Highway 654,P0H1W0,8.79105816265625,46.1527519,-79.5028,5,285,650,4800.0,2,179,2
15700,Nipissing Fire Station #1,2381 Highway 654,P0H1W0,10.9888227033203,46.1527519,-79.5028,24,285,650,3840.0,3,190,3
15701,Nipissing Fire Station #2,3509 Highway 534,P0H1W0,20.2874006282828,46.0587044,-79.5402908,24,285,650,1584.0,5,522,5
15702,Nipissing Township Museum,4363 Highway 654,P0H1W0,2.7429792429792403,46.0895767,-79.51325229999998,21,285,650,1638.0,1,46,1
15703,Rink Building,14 Blake Street,P0H1W0,15.3933333333333,46.0956917,-79.51220699999998,18,285,650,450.0,4,106,4
15704,Township of Nipissing Garage,27 Beatty Street,P0H1W0,25.7494487329,46.0949783,-79.5122223,7,285,650,5000.0,7,796,7
15705,Township of Nipissing Office,45 Beatty Street,P0H1W0,21.458974358974398,46.0945816,-79.51248170000002,17,285,650,1170.0,6,598,6
15706,Admin/Roads - Shaw Woods,1091 Shaw Woods Road,K0J1T0,13.840377336533301,45.62546920000001,-77.0849609,17,852,564,7500.0,3,292,9
15707,Berndt Road Waste Site,219 Berndt Road,K0J1X0,20.52,45.5938034,-77.26726529999998,17,763,564,100.0,7,561,4
15708,Deacon Fire Hall,92 Old Bridge Road,K0J1X0,14.2433548084375,45.6030083,-77.3817368,24,763,564,1600.0,4,303,2
15709,Golden Lake Community Centre,3310 Lake Dore Road,K0J1X0,16.4569279152222,45.5814171,-77.242981,5,763,564,2700.0,5,437,3
15710,Golden Lake Fire Hall/Roads,3312 Lake Dore Road,K0J1X0,10.361469245,45.5814095,-77.2430191,7,763,564,1600.0,2,275,1
15711,Rankin Fire Hall,37 Marsh Road,K8A6W4,17.0562860565833,45.6951752,-77.1073303,24,628,564,2400.0,6,421,8
15712,Township Cottage,28 C Township Park Road,K0J1T0,0.5967659574468089,45.6379318,-77.07984920000001,18,852,564,2350.0,1,9,1
15713,Administration Office,1171 Greenfield Road,N1R5S5,18.863697279375,43.3169823,-80.3536072,17,420,352,6400.0,3,505,37
15714,Ayr Community Centre,7 Church Street,N0B1E0,23.8455352877971,43.2839203,-80.45369720000002,5,307,352,11317.0,4,711,5
15715,Fire Hall,1943 Wrigley Road,N0B1E0,14.892508007010601,43.2876701,-80.437973,24,307,352,9557.0,2,330,2
15716,North Dumfries Arena,2958 Greenfield Road,N0B1E0,32.4406519514674,43.2991982,-80.4595642,18,307,352,55200.0,8,196,10
15717,North Dumfries Community Centre,2958 Greenfield Road,N0B1E0,199.040561585165,43.2991982,-80.4595642,5,307,352,4004.0,11,1131,13
15718,North Dumfries Community Health Centre,2958 Greenfield Road,N0B1E0,31.7915565336906,43.2991982,-80.4595642,17,307,352,7465.0,7,921,9
15719,Queen Elizabeth Arena,7 Church Street,N0B1E0,23.987548697955603,43.2839203,-80.45369720000002,13,307,352,22500.0,5,119,6
15720,Roads Department,1168 Greenfield Road,N1R5S5,64.24860715740739,43.3172421,-80.3530504,7,420,352,4320.0,9,1203,128
15721,Roseville Community Centre,3195 Roseville Road,N0B1E0,27.8902304381818,43.3421707,-80.4706802,5,98,352,2750.0,6,809,1
15722,Schmidt Park,53 Hilltop Drive,N0B1E0,108.21704519375,43.284317,-80.44107059999997,7,307,352,800.0,10,1269,12
15723,Victoria Park,75 Rose Street,N0B1E0,5.19733333333333,43.2817802,-80.4574051,7,307,352,1500.0,1,147,1
15724,Ambulance Building,636 St. Lawrence Street,K0C2K0,59.061505189028594,45.0827599,-75.34758000000002,22,457,372,875.0,22,264,10
15725,Chesterville  Arena Mant. Shed,161 Queen St ,K0C1H0,348.06509967133314,45.1015701,-75.2376404,7,374,372,300.0,24,1294,9
15726,Chesterville Arena,153 Queen St ,K0C1H0,18.29380033175989,45.1019516,-75.23664090000003,13,374,372,23410.0,12,68,6
15727,Chesterville Community Hall,1 Mill St,K0C1H0,9.190434496343087,45.1015396,-75.229393,5,374,372,7520.0,7,194,3
15728,Chesterville FireDepartment,1 Indstrial Dr,K0C1H0,2.52602564102564,45.1019592,-75.23779300000002,24,374,372,7800.0,3,19,1
15730,Chesterville Pool (seasonal),1 William St,K0C1H0,35.8492991124444,45.1007724,-75.2263779,5,374,372,2250.0,19,941,8
15737,Inkerman Recreation Centre,11450 Cameron Rd ,K0E1J0,3.0938661710037203,45.0359497,-75.3961792,5,324,372,1076.0,4,65,1
15738,Landfill,12620 Byone Rd,K0C2K0,6.35,45.0382042,-75.27833559999998,17,685,372,2900.0,5,103,1
15740,Morewood Community Centre,17 Russell St ,K0A2R0,18.9370537613137,45.17956160000001,-75.28646850000001,5,987,372,5100.0,13,530,2
15741,Morewood Fire Department,21 Russell St ,K0A2R0,33.0579016161189,45.1801605,-75.28701020000003,24,987,372,2221.0,18,879,3
15742,Morewood RA Centre,21 Russell St ,K0A2R0,0.0698614318706697,45.18012279999999,-75.28826090000003,5,987,372,1732.0,1,8,1
15743,Mountain Community Hall,10523 Van Allen St ,K0E1S0,16.602382725242,45.0333405,-75.4950867,5,1094,372,2686.0,11,442,1
15744,Mountain Fire Department,1650 County Rd 1,K0E1S0,2.11925925925926,45.066555,-75.52169040000003,24,135,372,2700.0,2,13,1
15746,Municipal Office Building,636 St. Lawrence Street,K0C2K0,96.63708616992979,45.0827599,-75.34758000000002,17,457,372,3136.0,23,1253,13
15747,Nelson Laprade Centre,9 William St,K0C1H0,20.258109582095198,45.1005249,-75.22576140000002,5,374,372,2100.0,14,586,7
15748,Old MTO Garage,12269 County 43,K0C2K0,39.2444115958381,45.0730705,-75.3327637,7,457,372,3532.0,21,1058,9
15749,Old Town Hall,478 Main St ,K0C2K0,36.362704680640896,45.0935898,-75.3523407,7,457,372,1498.0,20,1025,8
15750,OPP/Library/Old Council Chambers,547 St. Lawrence Street,K0C2K0,28.663773054137998,45.0903091,-75.35112,20,457,372,10174.0,16,114,6
15752,South Mountain Library ,10543 Main St ,K0E1W0,24.361830676999997,44.9885559,-75.4552078,1,260,372,1200.0,15,361,1
15756,Winchester Community Centre,577 Main St,K0C2K0,32.6986657345088,45.0898018,-75.36251829999998,18,457,372,23481.0,17,197,7
15757,Winchester Cultural Centre,478 Main St ,K0C2K0,9.47844644750725,45.0935898,-75.3523407,8,457,372,3791.0,8,6,2
15758,Winchester Fire Department,2947 Lough Rd ,K0C2K0,13.8699238457561,44.999346100000004,-75.4544081,24,457,372,4100.0,9,280,3
15759,Winchester Garage,12715 County 43,K0C1H0,15.447250587763099,45.0953078,-75.27626409999998,6,374,372,8932.0,10,29,5
15762,Winchester Pool (seasonal),575 Main St ,K0C2K0,7.16703969664375,45.0903473,-75.36095429999997,5,457,372,4946.0,6,139,1
15769,506 Waste Site,3444 Road 506,K0H1B0,1.436951232563,44.6424294,-76.9825058,17,1100,565,53.0,1,28,1
15770,Ardoch Waste Site,1114 Austris Road,K0H1C0,2.873902465126,44.90928270000001,-76.8834991,17,750,565,53.0,5,45,1
15771,Barrie Hall/Library/Office,"HALL 14225 Hwy 41, LIBRARY 1011 LITTLE POND ROAD",K0H1K0,12.0055744043634,44.8181343,-77.18491359999999,5,274,565,4262.0,10,276,3
15772,Barrie Hall/Library/Office,"HALL 14225 Hwy 41, LIBRARY 1011 LITTLE POND ROAD",K0H1K0,12.0055307385196,44.8181343,-77.18491359999999,1,274,565,796.0,9,101,2
15773,Barrie Hall/Library/Office,"HALL 14225 Hwy 41, LIBRARY 1011 LITTLE POND ROAD",K0H1K0,12.0055985447252,44.8181343,-77.18491359999999,17,274,565,990.0,11,237,4
15774,Clar-Mill Hall/Plevna Rink,6598 Buckshot Road,K0H2M0,5.5168815821497095,44.9643364,-76.98824309999998,5,271,565,13993.0,6,108,1
15775,Cloyne Garage,1272 Hwy 506,K0H1K0,40.0994094323496,44.8041077,-77.1631546,7,274,565,3821.0,28,1068,5
15776,Cloyne Waste Site Building,101 Skootamatta Lake Road,K0H1K0,1.698215093029,44.82917020000001,-77.1877975,17,274,565,53.0,4,35,1
15777,Communications Tower/ Shelter,RR 1,K0H2J0,31.308311,45.016667,-76.833333,24,591,565,53.0,25,831,5
15778,Harlowe Hall,1047 Gull Lake road,K0H1B0,12.527442728433199,44.7973709,-77.08049009999998,5,896,565,4402.0,12,293,2
15779,Kashwakamak Waste Site,1749 Kashwakamak Lake Road,K0H1B0,1.436951232563,44.8238068,-77.0894394,17,896,565,53.0,1,28,1
15780,Mississippi Waste Site,1177 Shiner Road,K0H2R0,1.436951232563,44.9194527,-76.67922209999998,17,286,565,53.0,1,28,1
15781,Old MRN Office/ Library / Garage,6638 Buckshot Lake Road,K0H2M0,14.435673167546401,44.962646,-77.06609370000002,7,271,565,2098.0,15,389,5
15782,Old MRN Office/ Library / Garage,6638 Buckshot Lake Road,K0H2M0,14.4356170551968,44.9636421,-76.98653409999999,1,271,565,699.0,13,143,3
15783,Old MRN Office/ Library / Garage,6638 Buckshot Lake Road,K0H2M0,14.435647081579098,44.9636421,-76.98653409999999,17,271,565,1625.0,14,311,4
15784,Ompah Fire Hall/ Community Center/ Library,10200 Hwy 509,K0H2J0,21.9838771402884,45.007835799999995,-76.8373562,5,591,565,1485.0,21,651,3
15785,Ompah Fire Hall/ Community Center/ Library,10200 Hwy 509,K0H2J0,21.9838639471833,45.0075111,-76.83872990000002,24,591,565,1754.0,20,578,2
15786,Ompah Fire Hall/ Community Center/ Library,10200 Hwy 509,K0H2J0,21.9839560702361,45.0075111,-76.83872990000002,1,591,565,204.0,22,314,4
15787,Ompah Fish Hatchery,1036 Arcol Road,K0H2J0,19.496144080645198,45.03750520000001,-76.8132503,17,591,565,667.0,19,522,1
15788,Ompah Garage/Ambulance Base,11586 Hwy 509,K0H2J0,36.83442079896179,45.0176773,-76.7652817,22,591,565,2066.0,26,211,6
15789,Ompah Garage/Ambulance Base,11586 Hwy 509,K0H2J0,36.8344436476183,45.0176773,-76.7652817,7,591,565,3864.0,27,1033,7
15790,Plevna Fire Hall,6648B Hwy 506,K0H2M0,18.1609074788803,44.9400711,-76.95194240000002,5,271,565,1065.0,18,504,7
15791,Plevna Fire Hall,6648B Hwy 506,K0H2M0,18.160887003579198,44.9400711,-76.95194240000002,24,271,565,4144.0,17,458,6
15792,Plevna Garage/ Municiple Office,6648B Hwy 506,K0H2M0,27.569555507984802,44.9400711,-76.95194240000002,7,271,565,6910.0,23,845,9
15793,Plevna Garage/ Municiple Office,6648B Hwy 506,K0H2M0,27.569557446560307,44.9400711,-76.95194240000002,17,271,565,2389.0,24,819,10
15794,Plevna Waste Site,6476 Buckshot Lake Road,K0H2M0,5.747804930252,44.962646,-77.06609370000002,17,271,565,53.0,7,88,2
15795,Snow Road Community Hall,14073 Hwy 509,K0H2R0,10.686449757009301,44.948204,-76.6795578,5,811,565,1151.0,8,232,1
15796,Snow Road Fire Hall,14105 Hwy 509,K0H2R0,17.343837990604,44.9471016,-76.6819,24,811,565,3369.0,16,429,2
15797,Blyth Community Centre,377 Gypsy Lane,N0M1H0,27.17430030489049,43.7360878,-81.43205259999998,12,864,234,32011.0,19,49,6
15798,Blyth Meeting Room,435 Queen Street,N0M1H0,6.30932547826087,43.7369385,-81.42919920000001,17,864,234,495.0,5,102,2
15799,Blyth Memorial Hall,431 Queen Street,N0M1H0,21.080336185761197,43.736866,-81.4292526,21,864,234,12141.0,14,318,5
15800,Blyth Public Works Shed,429 Mill Street,N0M1H0,10.377758664422199,43.73612979999999,-81.42755890000002,7,864,234,3046.0,8,276,3
15801,Blyth Public Works Storage,423 Mill Street,N0M1H0,5.41986571972229,43.7359886,-81.4277267,7,864,234,3681.0,4,150,1
15804,Children's Centre,239 William Street,N0G2W0,22.363202369208498,43.8888016,-81.3171005,17,393,234,4908.0,16,627,13
15805,E/W Public Works Shed,39498 Belgrave Road,N0G1E0,17.8685360310673,43.8308411,-81.4013367,7,231,234,4596.0,13,526,3
15806,ESTC Centre/Fire Hall,40193 Blyth Road,N0M1H0,14.7533307243231,43.7296143,-81.42991640000002,24,864,234,13045.0,11,322,4
15807,Museum,273 Josephine Streeet,N0G2W0,9.93744269932699,43.88692860000001,-81.31197359999999,21,393,234,11398.0,6,140,5
15808,Red Cross Rental Office,14 Queen Street,N0G1E0,16.667757060731002,44.0723381,-81.5815735,17,231,234,2368.0,12,398,2
15809,Richard LeVan Airport,40647 Amberley Road,N0G2W0,24.36323110625,43.86563870000001,-81.3005066,17,393,234,1722.0,18,708,18
15810,Townhall/Municipal Office,274 Josephine Street,N0G2W0,11.821633489849901,43.88732150000001,-81.3126907,17,393,234,14617.0,9,229,7
15813,Water Tower/StandPipe,199 John Street,N0G2W0,72.9598226666667,44.18482589999999,-80.8226089,7,393,234,161.0,21,1228,23
15814,Wescast Complex,99 Kerr Drive,N0G2W0,30.6880501328329,43.8806305,-81.3135223,18,393,234,64486.0,20,186,20
15815,Wingham Fire Hall,369 Josephine Street,N0G2W0,12.1043741704826,43.8896536,-81.3102253,24,393,234,7900.0,10,228,8
15816,Wingham Police Station,273 Edward Street,N0G2W0,10.0540549065123,43.88739010000001,-81.3131714,20,393,234,7459.0,7,17,6
15817,Wingham Public Library,281 Edward Street,N0G2W0,22.641260374379698,43.8878098,-81.31282809999998,1,393,234,3950.0,17,330,15
15818,Wingham Public Works,441 Josephine Street,N0G2W0,21.2513282622392,43.8909341,-81.3089662,7,393,234,6017.0,15,647,11
15819,Wingham PUC Shed,435 Minnie Street,N0G2W0,2.70475991604478,43.8922222,-81.3103,7,393,234,5769.0,2,79,2
15820,Wingham PUC Shed #2,435 Minnie Street,N0G2W0,2.60631046828358,43.8920975,-81.3103943,17,393,234,5769.0,1,43,1
15821,Wingham Records Storage,277 Edward Street,N0G2W0,4.51685538095238,43.887619,-81.3129807,17,393,234,452.0,3,70,3
15824,Apsley Medical Centre,180 Burleigh Street,K0L1A0,19.9193126199748,44.7563515,-78.08719640000002,22,678,206,3336.0,10,81,7
15825,Fire Hall #1,66 Northey's Bay Road,K0L3E0,15.353074344406199,44.5918503,-78.1325302,24,56,206,4262.0,9,346,1
15826,Fire Hall #2,10193 Highway 28,K0L1A0,11.744754635491901,44.754158,-78.0915833,24,678,206,7846.0,5,213,4
15827,Fire Hall #3,4864 County Road 504,K0L1A0,3.25284290564381,44.8312454,-77.9222488,24,491,206,2981.0,1,24,1
15828,Food Bank,335 McFadden Road,K0L1A0,11.5049183642862,44.7498817,-78.08534240000002,17,678,206,2497.0,4,223,3
15829,Glen Alda Community Centre,3723 County Road 620,K0L1A0,13.6508719134256,44.8399925,-77.9180298,5,491,206,1571.0,7,338,2
15830,Municipal Office,280 Burleigh Street,K0L1A0,13.1284128619536,44.7608414,-78.08931729999998,17,678,206,4423.0,6,265,5
15831,North Kawartha Community Centre,340 McFadden Road,K0L1A0,20.2209556976053,44.7497482,-78.0850677,5,678,206,66004.0,11,584,8
15832,North Kawartha Library,175 Burleigh Street,K0L1A0,10.166463937594001,44.7562714,-78.0868607,1,678,206,5349.0,2,66,1
15833,Old Municipal Building,135 Burleigh Street,K0L1A0,41.8715328488877,44.7543297,-78.08590699999998,17,678,206,2723.0,13,1073,10
15834,Roads Dept Sand Dome,340 McFadden Road,K0L1A0,10.8156668243243,44.7497482,-78.0850677,7,678,206,796.0,3,288,2
15835,Roads Garage,10230 Highway 28,K0L1A0,14.7860560109617,44.75512310000001,-78.09189609999999,7,678,206,10075.0,8,411,6
15836,Wilson Park Community Centre,66 Northey's Bay Road,K0L3E0,25.952324033010502,44.59054550000001,-78.1322752,5,56,206,3046.0,12,772,2
15837,Woodview Library,66 Northey's Bay Road,K0L3E0,45.25181847719,44.5918503,-78.1325302,1,56,206,1399.0,14,542,3
15838,Ambulance Bay,16307 County Rd 42,K0C1C0,43.4555215603333,45.1819725,-74.95788590000002,22,1128,511,1500.0,18,239,5
15839,Avonmore Fire Hall,16307 County Road 43,K0C1C0,5.05550538,45.1688843,-74.9679718,24,1128,511,4000.0,6,44,1
15840,Avonmore Library,16299 Fairview Drive,K0C1C0,7.4923873325213215,45.1705132,-74.9714737,1,1128,511,1970.0,8,41,2
15841,Crysler Fire Hall,18 Second Street,K0C1R0,9.33611589535509,44.8960838,-75.1841125,24,968,511,2160.0,11,134,3
15843,Crysler Library,16 Third Street,K0C1R0,2.48425,45.2161636,-75.1540756,1,968,511,800.0,2,11,1
15845,Crysler Recreation Centre,16 Third Street,K0C1R0,8.57990097008893,45.2161636,-75.1540756,5,968,511,9896.0,9,175,2
15848,Finch Fire Hall,11 John Street,K0C1K0,9.921852147211313,45.144001,-75.08721159999997,24,971,511,3360.0,12,148,2
15849,Finch Hall,4 John Street,K0C1K0,21.3638456615408,45.1438599,-75.0881119,5,971,511,2500.0,16,628,7
15850,Finch Library,17A George Street,K0C1K0,14.0669125,45.1439896,-75.0878525,1,971,511,800.0,14,132,3
15855,Finch Small Hall,9 John Street,K0C1K0,2.17570984915705,45.1439095,-75.0875473,5,971,511,4508.0,1,44,1
15858,Monkland Recreation Centre,17337 County Rd 43,K0C1V0,2.9127514285714304,45.1955986,-74.8772812,5,688,511,3500.0,3,61,1
15859,Mooce Creek Recreation Centre,2 Munroe Street,K0C1W0,7.3163311688311685,45.2579536,-74.9755402,5,205,511,3080.0,7,148,2
15860,Moose Creek Fire Hall,60 Sabourin Street,K0C1C0,14.8332670964286,45.2571602,-74.9668655,24,205,511,2800.0,15,325,4
15861,Moose Creek Hall,4 St. Polycarp Street,K0C1C0,4.5962053571428605,45.2585793,-74.9756393,5,205,511,4480.0,5,92,1
15866,Municipal Office,15 Union Street,K0C1G0,8.62119768953965,45.1753998,-75.1093292,17,1130,511,7264.0,10,155,2
15867,North Stormont Arena,4 John Street,K0C1K0,21.6087755582938,45.1438599,-75.0881119,18,971,511,25320.0,17,138,8
15868,North Stormont Place,16299 Fairview Drive,K0C1C0,12.0265381795635,45.1705132,-74.9714737,5,1128,511,7761.0,13,277,3
15869,West Patrol Garage,19 Beaver Street,K0C1W0,3.89941239316239,45.1774483,-75.112587,7,1130,511,3744.0,4,115,1
15870,Arena,53 Stover St unit 1/2,N0J1P0,25.2913511958919,42.98231120000001,-80.5957031,13,840,364,67800.0,14,136,5
15871,Barn,23 Phebe St,N0J1P0,0.08,42.9876709,-80.5926132,7,840,364,181.0,1,7,1
15872,Burgessville Fire Hall,12 Burgess St,N0J1C0,2.3124140797438,43.0241508,-80.6503525,24,360,364,12100.0,2,16,1
15873,Burgessville Library,604 Main St N,N0J1C0,15.881258742756,43.0240669,-80.6536179,1,360,364,2000.0,10,169,2
15876,Fire Hall - Oxford Centre,485373 Firehall Rd,N4S7V8,4.9272762345679,43.091469000000004,-80.67803049999998,24,1038,364,5184.0,5,39,4
15877,Garage,5 Pitcher St,N0J1P0,212.71885610760899,42.9865189,-80.5992584,7,840,364,184.0,15,1292,7
15878,Garage (storage),304 Main St E,N0J1P0,539.060207176679,42.9279785,-80.5938339,7,840,364,112.0,16,1299,8
15881,Municipal Council Chambers,210 Main St E,N0J1R0,18.8236333333333,42.9268303,-80.60250090000002,17,387,364,1200.0,11,502,6
15882,Municipal Office,210 Main ST E,N0J1R0,11.898402630843695,42.9268303,-80.60250090000002,17,387,364,4850.0,8,232,5
15883,Norwich Fire & Police,83 Main St W,N0J1P0,25.2138883662624,42.9865494,-80.6028137,20,840,364,8500.0,13,92,4
15884,Otterville Fire Hall,309 Main ST E,N0J1R0,25.192877564632692,42.92760850000001,-80.5940323,24,387,364,5500.0,12,670,7
15885,Oxford Centre Hall/Community Centre,505386 Old Stage Road,N4S7V8,15.5703411458687,43.100285,-80.6796179,5,1038,364,4600.0,9,406,11
15886,Oxford Centre Seniors Hall and Library - Oxford Centre,714516 Middletown Line,N0J1R0,9.597614744444439,43.091526,-80.68031309999998,1,387,364,2700.0,6,58,3
15887,Seniors Centre,6 John St ,N0J1P0,4.703107772625,42.9878082,-80.60022740000002,18,840,364,2400.0,4,41,2
15888,Shed,302 Main St E,N0J1R0,2.95863191489362,42.92813870000001,-80.5946579,7,387,364,4700.0,3,91,1
15889,Ward 1 Firehall (Otterville),15 Dover St,N0J1R0,10.941257929669304,42.9255334,-80.6029713,24,387,364,2700.0,7,188,4
15890,O'Connor Community Centre,330 Highway 595,P0T1W0,8.89124359471373,48.367218,-89.70072940000001,5,545,574,6148.0,1,185,1
15891,O'Connor Fire Hall,325 Highway 595,P0T1W0,14.0523465721425,48.3674698,-89.70033259999998,24,545,574,2301.0,2,292,2
15892,O'Connor Municipal Office,330 Highway 595,P0T1W0,22.9836913548106,48.367218,-89.70072940000001,17,545,574,1148.0,4,648,4
15893,O'Connor Roads Department Garage,329 Highway 595,P0T1W0,16.410642112973402,48.3672256,-89.700325,7,545,574,3538.0,3,466,3
15894,Township of Opasatika,50 Government Rd.,P0L1Z0,22.338411610387894,49.529882,-82.87702089999998,24,648,287,1650.0,3,587,4
15895,Township of Opasatika,50 Government Rd.,P0L1Z0,46.9828305176136,49.529882,-82.87702089999998,7,648,287,2950.0,4,1138,5
15898,Township of Opasatika,180 Government Rd.,P0L1Z0,0.003515625,49.529882,-82.87702089999998,6,648,287,2560.0,1,1,1
15899,Township of Opasatika,50 Government Rd.,P0L1Z0,3.736,49.529882,-82.87702089999998,17,648,287,1500.0,2,59,2
15900,Administration Office,148 Line 7 S,L0L2X0,23.730460839169396,44.4755516,-79.5315704,17,1106,398,12163.0,13,675,13
15901,Arena/Comm. Centre,71 Line 4 N,L0L2X0,28.5853457417792,44.4607048,-79.5818253,13,1106,398,27501.0,17,176,17
15903,Carley Comm. Hall,396 Warminster SR,L0L2X0,20.32034672314089,44.534114,-79.66903429999998,5,1106,398,699.0,10,592,10
15905,Craighurst C.C.,3346 Penetanguishene Rd,L0L2X0,3.20238265628988,44.5268211,-79.72345729999998,5,1106,398,1022.0,1,68,1
15907,Eady Comm. Hall,73 Eady Station Road,L0L2X0,17.0405067775809,44.6554184,-79.6166687,5,1106,398,2023.0,5,464,5
15908,Edgar C.C.,1167 Old Barrie Rd W,L0L2X0,23.9084920482651,44.534114,-79.66903429999998,5,1106,398,1603.0,15,714,15
15909,Fire HQ,3375 Line 4 N,L0L2X0,18.8204500986565,44.5566101,-79.6573181,24,1106,398,7674.0,6,479,6
15911,Hawkestone C.C.,3 Allen St,L0L2X0,14.1898340134255,44.498806,-79.467247,5,1106,398,2174.0,3,356,3
